_id	Tarih	Omerli	Darlik	Elmali	Terkos	Alibey	Buyukcekmece	Sazlidere	Kazandere	Pabucdere	Istrancalar
214	2011-02-08T00:00:00	75,03%	78,74%	77,92%	68,56%	69,73%	78,28%	81,79%	100,00%	100,00%	99,96%
215	2011-03-08T00:00:00	74,58%	78,47%	77,54%	67,86%	69,26%	78,28%	81,60%	100,00%	100,00%	99,92%
216	2011-04-08T00:00:00	74,21%	78,15%	77,23%	67,51%	69,07%	77,91%	81,15%	100,00%	100,00%	96,88%
217	2011-05-08T00:00:00	73,91%	77,78%	76,98%	67,15%	68,60%	77,35%	81,06%	100,00%	100,00%	92,79%
218	2011-06-08T00:00:00	73,61%	77,46%	76,79%	66,63%	68,03%	76,97%	80,88%	100,00%	100,00%	88,28%
219	2011-07-08T00:00:00	73,31%	77,14%	76,67%	66,45%	67,66%	76,59%	80,54%	100,00%	100,00%	85,27%
220	2011-08-08T00:00:00	72,93%	76,88%	76,23%	66,11%	67,19%	76,41%	80,37%	99,76%	100,00%	81,68%
221	2011-09-08T00:00:00	72,64%	76,56%	75,79%	65,76%	66,72%	76,22%	80,21%	99,51%	100,00%	77,69%
222	2011-10-08T00:00:00	72,26%	76,24%	75,48%	65,41%	66,44%	75,65%	79,74%	99,51%	99,88%	73,67%
223	2011-11-08T00:00:00	72,04%	76,03%	75,29%	65,24%	65,98%	75,65%	79,53%	99,51%	100,00%	69,30%
224	2011-12-08T00:00:00	71,89%	75,92%	75,29%	65,93%	65,89%	75,47%	79,74%	99,63%	100,00%	63,58%
225	2011-08-13T00:00:00	71,74%	75,76%	75,29%	65,24%	65,89%	75,28%	79,31%	99,63%	99,88%	63,55%
226	2011-08-14T00:00:00	71,60%	75,39%	75,17%	64,89%	65,89%	74,92%	79,10%	99,88%	99,88%	63,56%
227	2011-08-15T00:00:00	71,37%	75,12%	74,73%	64,37%	65,52%	74,73%	78,99%	99,88%	99,88%	61,90%
228	2011-08-16T00:00:00	71,08%	74,80%	74,54%	64,20%	65,05%	74,55%	78,89%	99,63%	99,65%	59,50%
229	2011-08-17T00:00:00	71,00%	74,54%	74,04%	63,85%	64,78%	74,18%	78,58%	99,39%	99,42%	57,67%
230	2011-08-18T00:00:00	70,86%	74,27%	73,54%	63,50%	64,41%	73,63%	78,48%	99,15%	99,19%	56,60%
231	2011-08-19T00:00:00	70,71%	74,00%	73,10%	63,16%	63,31%	72,90%	78,08%	98,90%	98,96%	55,55%
232	2011-08-20T00:00:00	70,56%	73,58%	73,17%	62,99%	62,95%	72,71%	77,78%	98,67%	98,73%	54,39%
233	2011-08-21T00:00:00	70,41%	73,31%	72,42%	62,47%	62,58%	72,71%	77,47%	98,32%	98,41%	52,78%
234	2011-08-22T00:00:00	70,27%	72,99%	72,48%	62,13%	62,22%	71,80%	77,15%	97,64%	97,76%	51,95%
235	2011-08-23T00:00:00	69,97%	72,67%	71,73%	61,96%	61,77%	71,61%	76,84%	97,11%	97,26%	51,14%
236	2011-08-24T00:00:00	69,68%	72,41%	71,67%	61,61%	61,41%	71,25%	76,69%	96,58%	96,76%	50,28%
237	2011-08-25T00:00:00	69,53%	72,14%	71,23%	61,27%	61,05%	71,25%	76,47%	96,09%	96,30%	48,84%
238	2011-08-26T00:00:00	69,31%	71,77%	71,04%	60,93%	60,69%	70,33%	76,39%	95,80%	96,02%	48,10%
239	2011-08-27T00:00:00	69,09%	71,61%	70,85%	60,42%	60,24%	69,96%	76,17%	95,42%	95,66%	47,10%
240	2011-08-28T00:00:00	68,80%	71,24%	70,54%	60,08%	59,88%	69,78%	76,01%	95,07%	95,33%	45,98%
241	2011-08-29T00:00:00	68,58%	70,92%	70,35%	59,91%	59,53%	69,59%	75,78%	94,59%	94,87%	44,89%
242	2011-08-30T00:00:00	68,29%	70,60%	69,85%	59,74%	58,99%	69,04%	75,54%	94,02%	94,30%	43,91%
243	2011-08-31T00:00:00	68,07%	70,28%	69,73%	59,40%	58,64%	68,86%	75,38%	93,45%	93,74%	42,99%
244	2011-01-09T00:00:00	68,00%	69,96%	69,35%	59,06%	58,46%	68,68%	75,30%	92,80%	93,11%	41,69%
245	2011-02-09T00:00:00	67,93%	69,64%	69,10%	58,89%	58,29%	68,49%	75,30%	92,18%	92,49%	40,52%
246	2011-03-09T00:00:00	67,85%	69,43%	68,60%	59,06%	57,93%	68,31%	75,11%	91,58%	91,90%	39,69%
247	2011-04-09T00:00:00	67,71%	69,11%	68,54%	58,55%	57,67%	68,13%	74,72%	90,93%	91,26%	38,79%
248	2011-05-09T00:00:00	67,64%	68,74%	68,17%	58,38%	57,32%	67,94%	74,43%	90,22%	90,56%	37,97%
249	2011-06-09T00:00:00	67,49%	68,42%	67,92%	58,21%	56,27%	67,58%	74,34%	89,50%	89,84%	37,06%
250	2011-07-09T00:00:00	67,42%	68,15%	67,10%	57,88%	56,10%	67,21%	74,06%	88,61%	88,95%	34,95%
251	2011-08-09T00:00:00	67,27%	67,83%	66,60%	57,71%	55,58%	67,21%	73,79%	87,79%	88,11%	32,44%
252	2011-09-09T00:00:00	67,20%	67,51%	66,42%	57,37%	55,58%	66,84%	73,70%	86,82%	87,13%	29,33%
253	2011-10-09T00:00:00	67,05%	67,25%	66,35%	57,20%	55,58%	66,11%	73,43%	86,18%	86,49%	26,76%
254	2011-11-09T00:00:00	66,98%	66,87%	65,92%	56,87%	55,14%	66,11%	73,26%	85,50%	85,80%	26,00%
255	2011-12-09T00:00:00	66,84%	66,61%	65,79%	56,53%	54,89%	65,74%	73,10%	84,93%	85,23%	25,24%
256	2011-09-13T00:00:00	66,69%	66,29%	65,35%	56,36%	54,63%	65,01%	72,93%	84,51%	84,79%	25,32%
257	2011-09-14T00:00:00	66,55%	65,92%	65,17%	55,69%	54,28%	64,82%	72,68%	84,40%	84,68%	25,81%
258	2011-09-15T00:00:00	66,40%	65,60%	64,73%	55,36%	53,94%	64,46%	72,52%	83,68%	83,93%	24,73%
259	2011-09-16T00:00:00	66,33%	65,38%	64,42%	55,19%	53,60%	64,27%	72,44%	82,71%	82,92%	23,37%
260	2011-09-17T00:00:00	66,19%	65,01%	64,04%	55,03%	53,34%	63,72%	72,21%	81,81%	81,98%	23,24%
261	2011-09-18T00:00:00	65,97%	64,75%	63,60%	54,69%	53,00%	63,72%	72,05%	80,98%	81,12%	23,26%
262	2011-09-19T00:00:00	65,76%	64,37%	63,35%	54,53%	52,58%	63,54%	71,82%	80,36%	80,48%	23,25%
263	2011-09-20T00:00:00	65,54%	64,05%	62,98%	54,20%	52,15%	62,81%	71,53%	79,40%	79,41%	23,26%
264	2011-09-21T00:00:00	65,26%	63,79%	62,79%	54,20%	51,90%	62,62%	71,39%	78,25%	78,12%	22,89%
265	2011-09-22T00:00:00	65,04%	63,52%	62,54%	54,20%	50,47%	62,81%	71,39%	78,25%	78,12%	32,70%
266	2011-09-23T00:00:00	64,75%	63,26%	62,10%	54,03%	50,14%	62,44%	71,18%	78,25%	78,12%	35,84%
267	2011-09-24T00:00:00	64,47%	62,96%	61,73%	53,70%	49,73%	61,89%	70,79%	77,05%	76,78%	34,18%
268	2011-09-25T00:00:00	64,33%	62,78%	61,48%	53,70%	49,48%	61,71%	70,58%	76,48%	76,14%	32,25%
269	2011-09-26T00:00:00	64,11%	62,59%	61,29%	53,37%	49,15%	61,15%	70,37%	75,72%	75,30%	31,02%
270	2011-09-27T00:00:00	63,83%	62,34%	60,98%	53,20%	48,82%	60,97%	70,15%	74,79%	74,28%	29,94%
271	2011-09-28T00:00:00	63,54%	62,12%	60,42%	52,87%	48,49%	60,60%	69,95%	74,01%	73,42%	28,41%
272	2011-09-29T00:00:00	63,19%	61,79%	60,26%	52,71%	48,33%	60,42%	69,65%	73,28%	72,62%	26,38%
273	2011-09-30T00:00:00	62,91%	61,60%	59,84%	53,20%	48,08%	60,42%	69,36%	72,90%	72,20%	25,37%
274	2011-01-10T00:00:00	62,83%	61,49%	60,05%	52,54%	47,83%	60,05%	69,16%	72,60%	71,88%	24,71%
275	2011-02-10T00:00:00	62,55%	61,31%	59,84%	52,54%	47,59%	59,87%	68,87%	72,25%	71,49%	23,87%
276	2011-03-10T00:00:00	62,34%	61,09%	59,58%	52,38%	47,26%	59,69%	68,69%	71,52%	70,74%	23,52%
277	2011-04-10T00:00:00	62,13%	60,79%	59,32%	52,05%	46,94%	59,14%	68,42%	70,81%	70,03%	21,79%
278	2011-05-10T00:00:00	61,85%	60,65%	58,85%	52,21%	46,45%	58,77%	68,14%	70,04%	69,26%	19,98%
279	2011-06-10T00:00:00	61,64%	60,39%	58,70%	52,05%	45,25%	58,59%	67,97%	69,32%	68,54%	17,95%
280	2011-07-10T00:00:00	61,43%	60,21%	58,44%	51,88%	44,93%	58,22%	67,80%	68,64%	67,87%	16,03%
281	2011-08-10T00:00:00	61,15%	59,99%	58,18%	51,55%	44,85%	58,04%	67,80%	68,01%	67,24%	16,53%
282	2011-09-10T00:00:00	60,93%	59,77%	57,86%	51,39%	44,61%	57,67%	67,63%	67,25%	66,48%	17,29%
283	2011-10-10T00:00:00	60,86%	59,58%	58,65%	52,38%	44,61%	58,59%	67,72%	66,86%	66,07%	22,14%
284	2011-11-10T00:00:00	61,00%	59,43%	60,26%	59,23%	45,49%	59,14%	67,89%	72,04%	68,99%	99,99%
285	2011-12-10T00:00:00	60,93%	59,21%	60,21%	62,13%	45,57%	59,14%	67,80%	71,00%	70,22%	99,99%
286	2011-10-13T00:00:00	60,93%	59,03%	60,10%	61,96%	45,41%	58,95%	67,63%	71,31%	70,53%	99,99%
287	2011-10-14T00:00:00	60,93%	58,81%	60,05%	62,13%	45,25%	59,14%	67,63%	71,83%	71,05%	99,99%
288	2011-10-15T00:00:00	60,93%	58,63%	60,16%	61,79%	44,53%	58,95%	67,29%	72,25%	71,49%	99,99%
289	2011-10-16T00:00:00	61,07%	58,63%	60,98%	62,13%	44,37%	58,77%	67,21%	72,60%	71,88%	99,99%
290	2011-10-17T00:00:00	61,22%	58,41%	63,04%	62,30%	44,85%	58,77%	67,21%	72,74%	72,03%	99,99%
291	2011-10-18T00:00:00	61,07%	58,19%	62,92%	63,16%	44,61%	58,40%	66,98%	74,01%	73,42%	99,99%
292	2011-10-19T00:00:00	60,93%	58,00%	62,79%	62,99%	44,85%	58,22%	66,75%	75,15%	74,67%	99,99%
293	2011-10-20T00:00:00	60,72%	57,78%	62,60%	62,99%	44,77%	58,22%	66,67%	75,43%	74,98%	99,99%
294	2011-10-21T00:00:00	60,52%	57,52%	62,48%	62,64%	44,37%	58,04%	66,59%	75,72%	75,30%	99,99%
295	2011-10-22T00:00:00	60,31%	57,38%	62,17%	62,30%	44,21%	57,85%	66,51%	75,91%	75,51%	99,21%
296	2011-10-23T00:00:00	60,10%	57,19%	61,92%	62,13%	44,13%	57,67%	66,21%	76,20%	75,82%	96,88%
297	2011-10-24T00:00:00	59,82%	57,05%	61,67%	61,79%	44,05%	57,48%	66,21%	76,27%	75,90%	94,25%
298	2011-10-25T00:00:00	59,61%	56,75%	61,42%	61,61%	43,97%	57,30%	66,01%	76,34%	75,98%	90,38%
299	2011-10-26T00:00:00	59,40%	56,53%	61,04%	61,10%	43,89%	57,12%	65,81%	76,41%	76,06%	86,63%
300	2011-10-27T00:00:00	59,21%	56,31%	60,85%	60,93%	43,73%	56,94%	65,42%	76,48%	76,14%	86,63%
301	2011-10-28T00:00:00	59,01%	56,13%	60,79%	60,59%	43,66%	56,94%	65,23%	76,55%	76,22%	86,63%
302	2011-10-29T00:00:00	58,91%	55,94%	60,31%	60,25%	43,58%	56,58%	65,13%	76,62%	76,30%	86,63%
303	2011-10-30T00:00:00	58,82%	55,69%	60,10%	59,91%	43,50%	56,41%	64,85%	76,69%	76,38%	86,63%
304	2011-10-31T00:00:00	58,59%	55,43%	59,84%	59,74%	43,26%	55,87%	64,76%	76,76%	76,45%	86,63%
305	2011-01-11T00:00:00	58,41%	55,25%	59,32%	59,40%	42,95%	55,70%	64,48%	76,76%	76,45%	86,63%
306	2011-02-11T00:00:00	58,15%	55,03%	59,32%	59,06%	42,79%	55,34%	64,31%	76,83%	76,53%	83,72%
307	2011-03-11T00:00:00	57,97%	54,80%	59,17%	58,89%	42,56%	55,34%	64,22%	76,90%	76,61%	80,18%
308	2011-04-11T00:00:00	57,81%	54,62%	58,96%	58,55%	42,40%	55,16%	64,05%	76,98%	76,70%	74,72%
309	2011-05-11T00:00:00	57,68%	54,44%	58,65%	58,55%	42,24%	54,99%	63,79%	76,98%	76,70%	71,10%
310	2011-06-11T00:00:00	57,47%	54,22%	58,54%	58,21%	42,01%	54,63%	63,79%	76,98%	76,70%	71,42%
311	2011-07-11T00:00:00	57,33%	53,97%	58,18%	57,54%	41,70%	54,45%	63,54%	76,90%	76,61%	71,54%
312	2011-08-11T00:00:00	57,20%	53,81%	58,02%	57,54%	41,47%	54,28%	63,38%	76,98%	76,70%	71,83%
313	2011-09-11T00:00:00	57,06%	53,62%	57,81%	57,37%	41,39%	54,10%	63,30%	76,98%	76,70%	71,97%
314	2011-10-11T00:00:00	56,85%	53,34%	57,45%	56,87%	41,24%	53,92%	63,22%	76,83%	76,53%	71,89%
315	2011-11-11T00:00:00	56,72%	53,15%	57,45%	56,53%	41,01%	53,92%	63,06%	76,83%	76,53%	71,92%
316	2011-12-11T00:00:00	56,58%	52,93%	57,71%	56,87%	40,78%	53,57%	62,90%	76,76%	76,45%	71,95%
317	2011-11-13T00:00:00	56,38%	52,67%	57,60%	56,36%	40,63%	53,39%	62,68%	76,76%	76,45%	72,14%
318	2011-11-14T00:00:00	56,17%	52,42%	57,50%	55,86%	40,17%	53,39%	62,68%	76,76%	76,45%	72,26%
319	2011-11-15T00:00:00	55,97%	52,16%	57,34%	55,69%	39,94%	53,03%	62,60%	76,76%	76,45%	72,77%
320	2011-11-16T00:00:00	55,90%	51,94%	57,97%	55,53%	39,26%	52,68%	62,31%	76,69%	76,38%	73,11%
321	2011-11-17T00:00:00	55,83%	51,72%	57,76%	55,36%	38,51%	52,68%	62,38%	76,55%	76,22%	73,36%
322	2011-11-18T00:00:00	55,83%	51,57%	58,02%	55,19%	38,07%	52,50%	62,16%	76,41%	76,06%	73,67%
323	2011-11-19T00:00:00	55,70%	51,39%	57,81%	55,03%	37,99%	52,14%	61,96%	76,41%	76,06%	73,92%
324	2011-11-20T00:00:00	55,63%	51,20%	57,81%	54,69%	37,92%	52,14%	61,67%	76,41%	76,06%	73,83%
325	2011-11-21T00:00:00	55,49%	50,98%	57,29%	54,20%	37,84%	51,97%	61,38%	76,34%	75,98%	73,87%
326	2011-11-22T00:00:00	55,29%	50,80%	57,08%	54,20%	37,77%	51,61%	61,18%	76,34%	75,98%	73,75%
327	2011-11-23T00:00:00	55,22%	50,58%	56,93%	54,03%	37,62%	51,43%	60,91%	76,27%	75,90%	73,75%
328	2011-11-24T00:00:00	55,15%	50,43%	56,67%	53,70%	37,77%	51,43%	60,91%	76,27%	75,90%	73,68%
329	2011-11-25T00:00:00	55,09%	50,21%	56,46%	53,20%	36,96%	51,26%	60,64%	76,27%	75,90%	73,81%
330	2011-11-26T00:00:00	54,88%	50,06%	56,30%	53,04%	37,33%	50,90%	60,37%	76,20%	75,82%	73,92%
331	2011-11-27T00:00:00	54,75%	49,92%	56,41%	52,54%	37,18%	50,90%	60,19%	76,10%	75,72%	73,85%
332	2011-11-28T00:00:00	54,55%	49,62%	56,25%	52,54%	36,81%	50,55%	59,94%	76,01%	75,61%	73,80%
333	2011-11-29T00:00:00	54,41%	49,44%	56,30%	52,05%	36,67%	50,37%	59,77%	76,01%	75,61%	73,61%
334	2011-11-30T00:00:00	54,35%	49,26%	56,35%	51,88%	36,45%	50,19%	59,60%	75,91%	75,51%	73,28%
335	2011-01-12T00:00:00	54,21%	49,07%	56,35%	51,39%	36,09%	49,83%	59,20%	75,91%	75,51%	73,08%
336	2011-02-12T00:00:00	54,01%	48,82%	56,35%	51,23%	35,94%	49,66%	59,20%	75,91%	75,51%	73,03%
337	2011-03-12T00:00:00	53,74%	48,56%	56,35%	50,90%	35,65%	49,30%	59,04%	75,72%	75,30%	72,25%
338	2011-04-12T00:00:00	53,54%	48,30%	56,35%	50,90%	35,58%	49,12%	58,96%	75,06%	74,57%	71,30%
339	2011-05-12T00:00:00	53,34%	48,04%	56,41%	50,74%	35,51%	48,95%	58,81%	74,34%	73,79%	70,26%
340	2011-06-12T00:00:00	53,20%	47,86%	56,41%	50,57%	35,22%	48,77%	58,81%	73,68%	73,06%	69,39%
341	2011-07-12T00:00:00	53,07%	47,71%	56,46%	50,74%	35,30%	48,95%	58,81%	73,20%	72,54%	69,54%
342	2011-08-12T00:00:00	53,61%	47,75%	59,06%	51,23%	35,22%	48,95%	58,65%	72,67%	71,95%	70,52%
343	2011-09-12T00:00:00	53,74%	47,90%	59,11%	51,23%	35,15%	48,77%	58,51%	72,18%	71,41%	70,97%
344	2011-10-12T00:00:00	53,81%	47,90%	59,27%	51,06%	35,01%	48,41%	58,36%	71,52%	70,74%	71,00%
345	2011-11-12T00:00:00	53,87%	47,93%	59,38%	50,74%	34,87%	48,24%	58,22%	71,00%	70,22%	71,06%
346	2011-12-12T00:00:00	53,87%	47,90%	59,32%	50,90%	34,80%	48,06%	58,15%	70,52%	69,74%	71,05%
347	2011-12-13T00:00:00	53,87%	47,86%	59,32%	50,57%	34,51%	48,06%	58,01%	70,04%	69,26%	70,93%
348	2011-12-14T00:00:00	53,87%	47,79%	59,32%	50,74%	34,37%	47,70%	57,94%	69,59%	68,81%	70,82%
349	2011-12-15T00:00:00	53,87%	47,71%	59,32%	50,74%	34,09%	47,53%	57,75%	69,06%	68,28%	70,80%
350	2011-12-16T00:00:00	53,87%	47,60%	59,32%	50,41%	34,09%	47,35%	57,75%	68,56%	67,79%	70,79%
351	2011-12-17T00:00:00	53,87%	47,53%	59,32%	50,41%	33,95%	47,35%	57,56%	68,08%	67,31%	70,94%
352	2011-12-18T00:00:00	53,87%	47,53%	59,90%	50,90%	33,95%	47,35%	57,65%	67,63%	66,86%	71,11%
353	2011-12-19T00:00:00	54,14%	47,57%	60,48%	50,74%	33,95%	47,35%	57,37%	67,35%	66,58%	71,06%
354	2011-12-20T00:00:00	54,35%	47,57%	60,92%	51,39%	34,09%	47,53%	57,37%	66,56%	65,77%	72,90%
355	2011-12-21T00:00:00	54,55%	47,64%	61,42%	53,04%	34,58%	48,95%	57,84%	66,10%	65,30%	76,62%
356	2011-12-22T00:00:00	54,61%	47,68%	61,79%	53,86%	34,87%	50,19%	57,94%	65,63%	64,82%	76,25%
357	2011-12-23T00:00:00	54,88%	47,90%	62,10%	54,86%	34,30%	50,37%	58,01%	78,95%	78,90%	83,23%
358	2011-12-24T00:00:00	56,44%	50,03%	70,17%	60,93%	35,15%	53,21%	58,96%	93,02%	93,32%	91,73%
359	2011-12-25T00:00:00	57,13%	51,09%	72,10%	61,61%	37,40%	53,74%	58,88%	95,16%	95,41%	95,97%
360	2011-12-26T00:00:00	57,27%	51,53%	72,60%	62,64%	37,40%	53,92%	58,88%	96,09%	96,30%	96,68%
361	2011-12-27T00:00:00	57,47%	51,76%	73,10%	62,82%	37,77%	53,92%	58,81%	95,16%	95,41%	94,37%
362	2011-12-28T00:00:00	57,61%	51,90%	73,04%	62,99%	37,99%	53,92%	58,81%	94,71%	94,99%	91,70%
363	2011-12-29T00:00:00	57,75%	51,98%	73,10%	62,99%	37,77%	53,74%	58,88%	94,71%	94,99%	88,47%
364	2011-12-30T00:00:00	57,88%	52,05%	73,10%	63,16%	37,70%	53,74%	58,73%	94,13%	94,42%	85,15%
365	2011-12-31T00:00:00	58,15%	52,09%	72,98%	62,99%	37,62%	53,74%	58,81%	93,56%	93,85%	82,31%
366	2012-01-01T00:00:00	58,24%	52,34%	73,29%	63,68%	37,77%	54,28%	59,04%	93,56%	93,85%	83,77%
367	2012-02-01T00:00:00	58,59%	52,67%	73,60%	64,54%	37,99%	53,92%	59,04%	93,79%	94,08%	83,37%
368	2012-03-01T00:00:00	58,77%	52,86%	73,54%	64,54%	38,21%	54,10%	58,81%	93,34%	93,64%	80,55%
369	2012-04-01T00:00:00	58,82%	53,04%	73,79%	64,72%	38,29%	53,92%	58,81%	93,34%	93,64%	80,35%
370	2012-05-01T00:00:00	59,01%	53,19%	73,60%	64,89%	38,29%	53,92%	58,88%	93,23%	93,53%	79,48%
371	2012-06-01T00:00:00	59,11%	53,34%	73,67%	64,54%	38,44%	53,92%	58,96%	92,80%	93,11%	78,08%
372	2012-07-01T00:00:00	59,16%	53,50%	73,85%	64,72%	38,29%	53,92%	58,96%	93,02%	93,32%	78,48%
373	2012-08-01T00:00:00	59,47%	53,62%	74,29%	64,89%	38,21%	53,74%	59,12%	93,56%	93,85%	77,76%
374	2012-09-01T00:00:00	60,17%	54,36%	75,54%	66,11%	38,96%	54,10%	59,27%	93,56%	93,85%	83,55%
375	2012-10-01T00:00:00	60,65%	54,92%	75,92%	66,45%	39,41%	54,28%	59,20%	93,56%	93,85%	82,05%
376	2012-11-01T00:00:00	60,93%	55,32%	76,35%	66,80%	39,86%	54,63%	59,27%	93,34%	93,64%	80,23%
377	2012-12-01T00:00:00	62,41%	56,24%	81,50%	66,45%	40,02%	54,28%	59,43%	93,13%	93,43%	78,27%
378	2012-01-13T00:00:00	62,98%	57,01%	82,08%	66,63%	39,94%	54,28%	59,35%	92,70%	93,00%	75,41%
379	2012-01-14T00:00:00	63,40%	57,41%	82,38%	66,63%	40,09%	54,28%	59,60%	92,18%	92,49%	72,19%
380	2012-01-15T00:00:00	63,76%	57,74%	83,40%	67,15%	40,17%	54,28%	59,60%	91,88%	92,20%	70,83%
381	2012-01-16T00:00:00	64,11%	58,08%	84,05%	66,98%	40,17%	54,28%	59,68%	91,58%	91,90%	67,37%
382	2012-01-17T00:00:00	64,47%	58,41%	84,56%	67,33%	40,09%	54,28%	59,60%	91,30%	91,62%	64,09%
383	2012-01-18T00:00:00	64,68%	58,55%	84,49%	67,33%	39,41%	54,28%	59,43%	91,02%	91,35%	60,65%
384	2012-01-19T00:00:00	64,97%	58,77%	85,07%	67,33%	39,26%	54,10%	59,51%	90,65%	90,99%	58,26%
385	2012-01-20T00:00:00	65,11%	58,96%	84,78%	67,15%	39,34%	53,92%	59,60%	90,31%	90,64%	55,57%
386	2012-01-21T00:00:00	65,47%	59,18%	85,36%	67,33%	39,41%	54,10%	59,60%	89,97%	90,31%	52,58%
387	2012-01-22T00:00:00	65,97%	59,69%	86,46%	67,51%	39,34%	54,28%	59,60%	89,61%	89,95%	50,31%
388	2012-01-23T00:00:00	66,48%	60,24%	87,29%	67,51%	39,41%	54,28%	59,60%	89,27%	89,61%	48,55%
389	2012-01-24T00:00:00	66,77%	60,46%	87,46%	67,86%	39,34%	54,45%	59,43%	89,05%	89,39%	45,50%
390	2012-01-25T00:00:00	66,98%	60,72%	87,71%	67,68%	39,41%	54,45%	59,68%	88,51%	88,84%	45,63%
391	2012-01-26T00:00:00	67,27%	60,87%	87,96%	67,86%	39,49%	54,81%	59,68%	87,58%	87,90%	49,22%
392	2012-01-27T00:00:00	67,64%	61,27%	88,63%	69,97%	39,49%	55,87%	59,68%	93,02%	93,32%	64,99%
393	2012-01-28T00:00:00	67,93%	61,71%	89,04%	70,15%	39,79%	56,23%	59,77%	94,98%	95,24%	68,25%
394	2012-01-29T00:00:00	68,51%	62,04%	89,71%	70,32%	40,02%	56,23%	59,94%	94,71%	94,99%	75,75%
395	2012-01-30T00:00:00	68,95%	62,45%	90,04%	70,50%	40,24%	56,23%	60,11%	94,71%	94,99%	80,90%
396	2012-01-31T00:00:00	69,17%	62,78%	90,54%	71,03%	40,40%	56,58%	60,27%	92,48%	92,79%	85,96%
397	2012-01-02T00:00:00	69,39%	63,18%	91,38%	71,21%	41,01%	57,12%	60,64%	90,56%	90,89%	88,05%
398	2012-02-02T00:00:00	69,53%	63,47%	90,88%	71,21%	40,93%	57,12%	60,64%	90,14%	90,48%	89,50%
399	2012-03-02T00:00:00	69,97%	63,89%	89,79%	71,21%	41,08%	57,30%	60,82%	89,72%	90,06%	89,89%
400	2012-04-02T00:00:00	70,27%	64,21%	89,46%	71,21%	41,16%	57,30%	60,82%	87,10%	87,42%	91,28%
401	2012-05-02T00:00:00	71,30%	65,06%	91,54%	71,21%	41,62%	57,30%	60,82%	85,74%	86,04%	91,59%
402	2012-06-02T00:00:00	71,37%	66,55%	93,38%	72,28%	42,71%	58,04%	60,82%	86,63%	86,94%	96,44%
403	2012-07-02T00:00:00	72,11%	68,20%	94,29%	73,35%	44,37%	58,77%	61,00%	90,14%	90,48%	98,85%
404	2012-08-02T00:00:00	74,06%	71,61%	100,00%	78,60%	51,14%	63,36%	61,87%	100,00%	90,89%	99,99%
405	2012-09-02T00:00:00	75,79%	74,06%	100,00%	81,54%	54,89%	65,93%	63,22%	89,72%	90,06%	99,99%
406	2012-10-02T00:00:00	76,62%	74,96%	99,90%	82,83%	56,27%	67,21%	63,70%	89,72%	90,06%	99,99%
407	2012-11-02T00:00:00	77,15%	75,60%	99,79%	82,83%	56,97%	67,39%	63,96%	89,97%	90,31%	99,99%
408	2012-12-02T00:00:00	77,53%	76,13%	99,48%	82,83%	57,49%	68,13%	64,40%	90,22%	90,56%	99,99%
409	2012-02-13T00:00:00	77,99%	76,77%	99,48%	83,39%	57,93%	69,04%	65,04%	92,48%	92,79%	99,99%
410	2012-02-14T00:00:00	78,76%	77,78%	100,00%	85,82%	58,91%	72,90%	66,21%	94,13%	94,42%	99,99%
411	2012-02-15T00:00:00	80,22%	80,34%	100,00%	89,40%	59,44%	76,59%	67,29%	100,00%	94,42%	99,99%
412	2012-02-16T00:00:00	82,00%	81,72%	99,69%	90,92%	61,32%	79,04%	67,97%	100,00%	93,53%	99,99%
413	2012-02-17T00:00:00	83,18%	83,05%	100,00%	92,25%	62,49%	80,73%	68,78%	96,09%	91,80%	99,99%
414	2012-02-18T00:00:00	83,88%	83,90%	100,00%	92,25%	63,49%	80,73%	68,69%	93,56%	90,48%	99,99%
415	2012-02-19T00:00:00	84,35%	84,59%	100,00%	92,63%	64,04%	81,10%	69,26%	92,48%	92,00%	99,99%
416	2012-02-20T00:00:00	84,91%	85,18%	100,00%	92,63%	64,32%	81,48%	69,45%	92,80%	93,11%	99,99%
417	2012-02-21T00:00:00	85,22%	85,66%	99,90%	92,63%	64,59%	81,67%	69,65%	94,71%	94,99%	99,99%
418	2012-02-22T00:00:00	85,62%	86,19%	99,90%	92,63%	64,87%	82,04%	70,15%	94,71%	94,99%	99,99%
419	2012-02-23T00:00:00	85,94%	86,67%	100,00%	93,02%	64,96%	82,42%	70,15%	95,60%	95,83%	99,99%
420	2012-02-24T00:00:00	86,41%	87,25%	100,00%	93,40%	65,05%	82,61%	70,15%	96,09%	96,30%	99,99%
421	2012-02-25T00:00:00	86,57%	87,79%	100,00%	93,59%	65,05%	82,79%	70,37%	96,09%	96,30%	99,99%
422	2012-02-26T00:00:00	86,89%	88,37%	100,00%	93,98%	64,96%	82,98%	70,47%	96,58%	96,76%	99,99%
423	2012-02-27T00:00:00	87,21%	89,06%	100,00%	94,17%	65,05%	83,36%	70,68%	96,09%	96,30%	99,99%
424	2012-02-28T00:00:00	88,50%	90,98%	99,90%	95,91%	67,10%	85,24%	71,46%	96,09%	96,30%	99,99%
425	2012-02-29T00:00:00	89,38%	91,85%	99,48%	96,10%	68,31%	85,99%	71,60%	95,60%	95,83%	99,99%
426	2012-01-03T00:00:00	89,81%	92,41%	99,79%	96,88%	68,97%	86,36%	71,97%	95,16%	95,41%	99,99%
427	2012-02-03T00:00:00	90,03%	92,73%	100,00%	96,68%	69,35%	86,74%	71,97%	94,71%	94,99%	99,99%
